지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),일 최심신적설(cm),일 최심적설(cm),평균 전운량(1/10),안개 계속시간(hr)
239,세종,2024-05-09,15.2,,1.2,64.6,,,0,
239,세종,2024-05-10,17.1,,1.3,56.6,,,1.4,
239,세종,2024-05-11,18.2,13.3,1.9,74.9,,,6.9,
239,세종,2024-05-12,15.9,1.1,2,66.1,,,5,
239,세종,2024-05-13,17.1,,1.4,56.6,,,0,
239,세종,2024-05-14,17.6,,1.2,58.3,,,0,
239,세종,2024-05-15,12.6,9.7,1.9,78.8,,,5,
239,세종,2024-05-16,13.8,1.5,2.2,68.1,,,1.4,
239,세종,2024-05-17,18.4,,1.2,60.4,,,2.3,
239,세종,2024-05-18,19.7,,1.1,62.4,,,0,
239,세종,2024-05-19,20.8,,1.3,59.6,,,0.4,
239,세종,2024-05-20,18.7,,1.3,73.9,,,4.6,
239,세종,2024-05-21,20.1,,1.4,73.4,,,3.5,
239,세종,2024-05-22,20.6,,1.5,75.4,,,6.3,
239,세종,2024-05-23,21.1,,1.4,70.1,,,1.1,
239,세종,2024-05-24,20.1,,1.5,77.3,,,4.4,
239,세종,2024-05-25,20,,2.1,55.9,,,7.1,
239,세종,2024-05-26,20,28.5,1.6,76.3,,,6.9,
239,세종,2024-05-27,17.9,,2.1,63.5,,,5.9,
239,세종,2024-05-28,18.5,,1.6,64,,,3.3,
239,세종,2024-05-29,20.2,,1.1,60.9,,,2,
239,세종,2024-05-30,20.4,,0.9,66.3,,,8.8,
239,세종,2024-05-31,20.8,,1.5,53.6,,,3.3,
239,세종,2024-06-01,19.5,,1.9,64.5,,,4.3,
239,세종,2024-06-02,19.5,,1.8,58.5,,,1.6,
239,세종,2024-06-03,20.4,,1.2,59.5,,,0.8,
239,세종,2024-06-04,21.2,,1.2,54,,,0,
239,세종,2024-06-05,21.7,,1.1,67.4,,,5,
239,세종,2024-06-06,21.9,,1.2,63.6,,,4.8,
239,세종,2024-06-07,22,0,1.1,62.9,,,8.5,
239,세종,2024-06-08,20.5,2.3,1,85.1,,,7.5,
239,세종,2024-06-09,23.3,,1.1,71.3,,,3.1,
239,세종,2024-06-10,23.7,,1.5,67,,,1.4,
239,세종,2024-06-11,24.5,,1.4,64.5,,,1,
239,세종,2024-06-12,24.3,,1.6,56.5,,,1.6,
239,세종,2024-06-13,24.8,,1.5,52.6,,,0.8,
239,세종,2024-06-14,25.2,,1.3,58.8,,,3.9,
239,세종,2024-06-15,23.5,1.3,1.5,76.4,,,6.5,
239,세종,2024-06-16,23.4,,1.7,63,,,2.5,
239,세종,2024-06-17,22.5,,1,64.1,,,6.9,
239,세종,2024-06-18,24.6,,1.3,59.8,,,0,
239,세종,2024-06-19,26.3,,1.1,55.9,,,3.5,
239,세종,2024-06-20,25,,1.4,53.4,,,5.1,
239,세종,2024-06-21,25.7,,1.1,58.5,,,5.9,
239,세종,2024-06-22,22.9,36.9,1,91.1,,,9.6,
239,세종,2024-06-23,24.3,1.1,1.4,84.9,,,7.4,
239,세종,2024-06-24,24.3,,1.8,72.3,,,6.4,
239,세종,2024-06-25,21.8,,1.3,69,,,6.3,
239,세종,2024-06-26,23.6,,1.2,65.8,,,3.3,
239,세종,2024-06-27,23.1,,1,66.9,,,6,
239,세종,2024-06-28,24.8,,1.2,61.9,,,1.8,
239,세종,2024-06-29,24.9,55,1.6,78.8,,,7.9,
239,세종,2024-06-30,24.5,7.7,1.9,87.3,,,8.6,
239,세종,2024-07-01,26,,1.1,75.5,,,3.1,
239,세종,2024-07-02,23.6,83.5,1.4,92.4,,,10,
239,세종,2024-07-03,25.2,10.6,1.7,80.5,,,8.1,
239,세종,2024-07-04,27.3,,1.7,73.1,,,2.3,
239,세종,2024-07-05,25.3,4.1,1.7,74.5,,,6.8,
254,순창군,2023-06-01,17.8,6.5,0.8,92.4,,,8.4,
254,순창군,2023-06-02,21.9,0.6,2.1,74.8,,,5.1,
254,순창군,2023-06-03,20.5,,2.2,65.4,,,3.4,
254,순창군,2023-06-04,20.4,,1.7,60.9,,,6.8,
254,순창군,2023-06-05,20,,1.4,70.4,,,8.4,
254,순창군,2023-06-06,20.7,,1.6,71.3,,,3.1,
254,순창군,2023-06-07,21.2,,2,69.5,,,7.3,
254,순창군,2023-06-08,22,,2.1,73,,,7.3,
254,순창군,2023-06-09,24.2,0,1.5,63.5,,,4.1,
254,순창군,2023-06-10,22.9,0,1.9,73,,,6.5,
254,순창군,2023-06-11,23,18.2,1.2,79.4,,,6,
254,순창군,2023-06-12,23.2,,1.2,75.5,,,4.3,
254,순창군,2023-06-13,22.4,,1.4,71.9,,,4.9,
254,순창군,2023-06-14,20.9,,1.3,74.6,,,4.1,
254,순창군,2023-06-15,21.1,,1.6,71.1,,,3,
254,순창군,2023-06-16,23.4,,1.3,67.3,,,1.5,
254,순창군,2023-06-17,24.2,,1.4,71.5,,,7.1,
254,순창군,2023-06-18,24.7,,1.4,63.8,,,3.5,
254,순창군,2023-06-19,25.6,,1.4,64.6,,,4.3,
254,순창군,2023-06-20,23.8,7.4,1.7,69.5,,,6.6,
254,순창군,2023-06-21,21.8,0.8,1.6,90.3,,,8.6,
254,순창군,2023-06-22,21.9,0,2.1,77.6,,,5,
254,순창군,2023-06-23,24.2,,1.5,72,,,4.3,
254,순창군,2023-06-24,24.8,,1.3,71.3,,,8.1,
254,순창군,2023-06-25,22.4,9.8,1.4,84.4,,,9.4,
254,순창군,2023-06-26,24,69.7,1.6,94.1,,,9.6,
254,순창군,2023-06-27,25.7,72.8,3,82,,,8,
254,순창군,2023-06-28,22.2,97.5,1.4,92.9,,,8.9,
254,순창군,2023-06-29,24.6,74.8,1.8,92.5,,,9.1,
254,순창군,2023-06-30,23.7,25.6,1.4,95.4,,,9.8,
254,순창군,2023-07-01,25.7,0.6,1.5,86.9,,,5.6,
254,순창군,2023-07-02,27.1,,1.2,78.5,,,7.1,
254,순창군,2023-07-03,27.1,,1.2,81.1,,,7.9,
254,순창군,2023-07-04,24,41.3,1.3,92.5,,,9.5,
254,순창군,2023-07-05,25.2,26.4,2.5,81.3,,,4.9,
254,순창군,2023-07-06,25.3,,1,78.4,,,8.1,
254,순창군,2023-07-07,22.3,55.2,1,95,,,9.3,
254,순창군,2023-07-08,25.6,0.7,1.3,89,,,7,
254,순창군,2023-07-09,26.5,0,1.4,89.1,,,7.8,
254,순창군,2023-07-10,27.9,1.3,1.9,76.1,,,7,
254,순창군,2023-07-11,23.6,69.5,1.1,96.4,,,8.9,
254,순창군,2023-07-12,25.3,3.4,1.2,94.5,,,8.1,
254,순창군,2023-07-13,25.7,17.1,1.3,92,,,10,
254,순창군,2023-07-14,25.3,73.3,2,93.8,,,10,
254,순창군,2023-07-15,25.1,68,2.5,92,,,10,
254,순창군,2023-07-16,23.9,38.4,1,95.1,,,8.8,
254,순창군,2023-07-17,24.6,129.8,1.4,94.4,,,8.3,
254,순창군,2023-07-18,23.7,101.9,0.9,98.8,,,8.6,
254,순창군,2023-07-19,26.4,,1.2,82.8,,,4.1,
254,순창군,2023-07-20,27,0,1.2,79.8,,,5.9,
254,순창군,2023-07-21,27,,1.4,78.3,,,2.4,
254,순창군,2023-07-22,23.7,4.6,1.4,89.6,,,8.5,
254,순창군,2023-07-23,26.2,16.9,1.5,86.8,,,9.8,
254,순창군,2023-07-24,25.3,76.9,1.2,91.3,,,9.6,
254,순창군,2023-07-25,26,7.5,1.1,86.4,,,8.6,
254,순창군,2023-07-26,25.2,5.4,1.2,90.8,,,7.6,
254,순창군,2023-07-27,26.7,,1,84.1,,,5.5,
254,순창군,2023-07-28,27.4,,1.1,82.5,,,7.3,
254,순창군,2023-07-29,28.6,,0.9,76.3,,,4.6,
254,순창군,2023-07-30,27.5,,1.2,78.5,,,4.4,
254,순창군,2023-07-31,28.3,0,1.1,77.5,,,4.6,
254,순창군,2023-08-01,29.1,,1,75.5,,,4.4,
254,순창군,2023-08-02,29.4,4,1.2,76.8,,,4.9,
254,순창군,2023-08-03,28.7,,1.2,78.5,,,3.8,
254,순창군,2023-08-04,29,,1.3,76.1,,,5.3,
254,순창군,2023-08-05,29.5,,1.5,75.4,,,2.9,
254,순창군,2023-08-06,29.7,2.2,1.4,76.9,,,5.3,
254,순창군,2023-08-07,27.5,3.6,1.2,87.3,,,6.6,
254,순창군,2023-08-08,29.9,,1.4,72.4,,,4.5,
254,순창군,2023-08-09,27.1,3.7,2.1,78.5,,,8.5,
254,순창군,2023-08-10,23.3,86.9,4.2,90.1,,,8.3,
254,순창군,2023-08-11,26.2,0,1.7,79.4,,,7.5,
254,순창군,2023-08-12,26,0.1,1.1,83.3,,,6.5,
254,순창군,2023-08-13,27.4,0,0.9,80,,,5.5,
254,순창군,2023-08-14,28.1,4,1.2,80.5,,,5.6,
254,순창군,2023-08-15,27.8,,1.6,80.5,,,6,
254,순창군,2023-08-16,27.2,,1.3,78,,,5,
254,순창군,2023-08-17,26.3,1.9,1,83.1,,,6.9,
254,순창군,2023-08-18,26.8,15.2,1.1,85.4,,,5.9,
254,순창군,2023-08-19,27.8,31.1,1.2,85.3,,,5.9,
254,순창군,2023-08-20,28.1,,1.2,81.8,,,4.8,
254,순창군,2023-08-21,28.1,,1.7,77.9,,,4.4,
254,순창군,2023-08-22,27.7,,1.9,78.9,,,5.9,
254,순창군,2023-08-23,25.4,76.6,1.2,93,,,9.3,
254,순창군,2023-08-24,25.1,7.1,1,95.3,,,8,
254,순창군,2023-08-25,25.7,,1.9,81.9,,,2.9,
254,순창군,2023-08-26,24.7,,1.2,80.8,,,4.3,
254,순창군,2023-08-27,26.1,,0.9,79.6,,,5.8,
254,순창군,2023-08-28,26.4,4.2,1.9,81.4,,,8.5,
254,순창군,2023-08-29,25.5,44.6,1.7,92.5,,,9.6,
254,순창군,2023-08-30,22.1,19.3,0.8,97.3,,,8.5,
254,순창군,2023-08-31,23.7,,1.4,81.8,,,6.6,
254,순창군,2023-09-01,23.9,,1,78.5,,,7.3,
254,순창군,2023-09-02,23.5,0.8,,87.3,,,4.1,
254,순창군,2023-09-03,26.3,,,81.8,,,6,
254,순창군,2023-09-04,26,0,1,86.3,,,7.3,
254,순창군,2023-09-05,26.6,,1.1,74.3,,,5.9,
254,순창군,2023-09-06,25,0,1,80.1,,,2.1,
254,순창군,2023-09-07,24.8,,1.3,62.4,,,0,
254,순창군,2023-09-08,23.1,,1,69.8,,,0,
254,순창군,2023-09-09,23.5,,0.9,77.1,,,1.6,
254,순창군,2023-09-10,23.8,,0.8,77.6,,,6.9,
254,순창군,2023-09-11,24,,1.1,78.1,,,4.4,
254,순창군,2023-09-12,23.7,,0.8,79.4,,,8.4,
254,순창군,2023-09-13,22.6,16.5,1,89.6,,,10,
254,순창군,2023-09-14,22.3,11.5,0.9,94.6,,,9.8,
254,순창군,2023-09-15,23.4,37.2,0.9,93.3,,,9.3,
254,순창군,2023-09-16,23.1,27,0.8,97.1,,,8.5,
254,순창군,2023-09-17,24.7,0,1.1,86.4,,,8.5,
254,순창군,2023-09-18,24.6,,1.2,83.1,,,3.3,
254,순창군,2023-09-19,23.3,,0.4,83.4,,,5.5,
254,순창군,2023-09-20,22.6,20.9,1.1,94.9,,,8.5,
254,순창군,2023-09-21,20.8,2.1,1.8,89.3,,,8.3,
254,순창군,2023-09-22,19.6,,1.2,81.4,,,5.5,
254,순창군,2023-09-23,19.5,,1.2,73,,,7.6,
254,순창군,2023-09-24,21.6,,1.6,61.8,,,5.6,
254,순창군,2023-09-25,21.7,0.1,0.8,79.6,,,9,
254,순창군,2023-09-26,22.2,1.1,0.8,91.1,,,7.3,
254,순창군,2023-09-27,22.2,2.8,1.6,87.6,,,8,
254,순창군,2023-09-28,21.7,,1.2,83.4,,,5.1,
254,순창군,2023-09-29,20,,0.9,81.1,,,8.4,
254,순창군,2023-09-30,18.4,3,1.6,79.5,,,6.9,
254,순창군,2023-10-01,17.3,0,2.1,72,,,1.9,
254,순창군,2023-10-02,16.2,,1.1,72.9,,,4.1,
254,순창군,2023-10-03,15.1,0.3,0.6,88.9,,,7,
254,순창군,2023-10-04,17.1,0,1.3,77,,,6,
254,순창군,2023-10-05,15.4,,3.3,50.4,,,5.8,
254,순창군,2023-10-06,15.3,,1.2,66,,,9,
254,순창군,2023-10-07,15.9,0,0.6,79.3,,,9.6,
254,순창군,2023-10-08,17.5,1.2,1.1,75.6,,,9.1,
254,순창군,2023-10-09,17,,1.2,79.9,,,7.9,
254,순창군,2023-10-10,15.9,,1.3,81.4,,,5.4,
254,순창군,2023-10-11,15.4,,0.7,78.1,,,1.8,
254,순창군,2023-10-12,15.6,,0.9,73,,,4.1,
254,순창군,2023-10-13,16.2,,0.7,75.9,,,8.9,
254,순창군,2023-10-14,15.1,0,1.7,76.6,,,5.3,
254,순창군,2023-10-15,14.1,,1.4,83.6,,,4.4,
254,순창군,2023-10-16,12.6,,1.7,80.1,,,2.6,
254,순창군,2023-10-17,11.6,,1,77.5,,,0.6,
254,순창군,2023-10-18,12.5,,1.1,76.4,,,3.5,
254,순창군,2023-10-19,14.9,4.4,1.1,84,,,7.4,
254,순창군,2023-10-20,12.4,2.3,3.4,64.9,,,5.5,
254,순창군,2023-10-21,10.1,0.8,1.8,75.6,,,2.6,
254,순창군,2023-10-22,9.9,,0.5,85.1,,,5.8,
254,순창군,2023-10-23,12,,0.7,84.1,,,2.3,
254,순창군,2023-10-24,12.4,,0.7,79.9,,,4.5,
254,순창군,2023-10-25,14.6,,0.9,83.3,,,2.4,
254,순창군,2023-10-26,15.3,0.1,1,86.4,,,4,
254,순창군,2023-10-27,13.4,,1.7,73.1,,,1.3,
254,순창군,2023-10-28,11.8,,1.1,82,,,2.4,
254,순창군,2023-10-29,12.5,,0.7,81.6,,,2.4,
254,순창군,2023-10-30,12.8,,0.8,83.3,,,1.5,
254,순창군,2023-10-31,12.5,,1,74.9,,,2.3,
254,순창군,2023-11-01,15.7,,1.3,79.1,,,3.3,
254,순창군,2023-11-02,16.6,,1.2,74.6,,,2.4,
254,순창군,2023-11-03,16.5,,1.1,80.9,,,5.4,
254,순창군,2023-11-04,18.1,7,0.9,88.9,,,7.9,
254,순창군,2023-11-05,19.2,8,1.5,89.6,,,8.6,
254,순창군,2023-11-06,16.2,20.1,5.6,68.8,,,6.4,
254,순창군,2023-11-07,8.9,0.1,3.1,68.1,,,3,
254,순창군,2023-11-08,7.8,,1,75.4,,,3,
254,순창군,2023-11-09,12.9,10,0.6,86.3,,,7.6,
254,순창군,2023-11-10,7.5,6.8,4.1,56,,,5.8,
254,순창군,2023-11-11,3.8,,1.9,58.8,,,5.3,
254,순창군,2023-11-12,3.5,0,2.1,70.5,,,4.5,
254,순창군,2023-11-13,3.3,0,2.2,67.3,,,0.5,
254,순창군,2023-11-14,5.3,,1.3,77.5,,,5.3,
254,순창군,2023-11-15,6,,1.4,79.4,,,3.3,
254,순창군,2023-11-16,5.1,11.2,0.9,97,,,7,
254,순창군,2023-11-17,3.6,16,1.6,89.8,,,5.5,
254,순창군,2023-11-18,2.3,2.6,1.9,82.5,,,5.6,
254,순창군,2023-11-19,6.6,,1.4,83.5,,,6,
254,순창군,2023-11-20,6.5,,1.4,68.4,,,0,
254,순창군,2023-11-21,4.9,,0.9,80.4,,,0,
254,순창군,2023-11-22,7.2,,1,87,,,4.3,
254,순창군,2023-11-23,11.3,0,2.2,76.3,,,2.8,
254,순창군,2023-11-24,2.4,0,4.3,59,,,5.3,
254,순창군,2023-11-25,0.4,,1.3,49.4,,,0,
254,순창군,2023-11-26,3.4,0,0.7,64.6,,,4.9,
254,순창군,2023-11-27,6.9,1.5,0.7,89.3,,,3.5,
254,순창군,2023-11-28,4.6,0,2.5,68.1,,,2.9,
254,순창군,2023-11-29,3.5,0,2,78.1,,,7.1,
254,순창군,2023-11-30,-0.2,,3.2,61.6,,,7.1,
254,순창군,2023-12-01,-0.1,0,1.6,74,,,4.4,
254,순창군,2023-12-02,2.4,0,0.8,76.1,,,4.3,
254,순창군,2023-12-03,2.8,,1.2,77.6,,,0.9,
254,순창군,2023-12-04,1.7,,0.8,75.6,,,4.1,
254,순창군,2023-12-05,4.1,,0.9,75.8,,,3.3,
254,순창군,2023-12-06,6.4,4.7,1.6,82.3,,,5.4,
254,순창군,2023-12-07,5.7,0,1.8,65.4,,,0.6,
254,순창군,2023-12-08,9.3,,1.3,80.3,,,1,
254,순창군,2023-12-09,12.2,,0.8,88,,,5.1,
254,순창군,2023-12-10,12.7,0.6,0.8,87.6,,,7.8,
254,순창군,2023-12-11,12,33,1,99,,,8.3,
254,순창군,2023-12-12,9.6,6.2,1.2,98.3,,,4.4,
254,순창군,2023-12-13,9.2,,0.7,89.8,,,6.4,
254,순창군,2023-12-14,9.6,22.6,0.8,95.9,,,7.6,
254,순창군,2023-12-15,10.4,40.5,2.3,94.4,,,9.4,
254,순창군,2023-12-16,-0.3,5.4,4,88.4,,,9.8,
254,순창군,2023-12-17,-5.7,0.6,2.4,74.1,,,5.6,
254,순창군,2023-12-18,-3.3,,1,69,,,8.9,
254,순창군,2023-12-19,0.3,,0.9,67.6,,,9.6,
254,순창군,2023-12-20,-3,1.7,3,83.5,,,6.8,
254,순창군,2023-12-21,-7.5,1,1.1,76.4,,,4.9,
254,순창군,2023-12-22,-7.7,0.1,1.5,73.1,,,3.8,
254,순창군,2023-12-23,-4.8,,1.1,75.3,,,6.5,
254,순창군,2023-12-24,-2.1,0.9,0.9,85.5,,,6,
254,순창군,2023-12-25,-0.9,0.2,1,82.6,,,4.4,
254,순창군,2023-12-26,1.4,,1.2,81.3,,,6.3,
254,순창군,2023-12-27,2.6,,1,82.8,,,3.1,
254,순창군,2023-12-28,0.5,,1,88.6,,,3,
254,순창군,2023-12-29,0.6,,0.9,83.9,,,1.1,
254,순창군,2023-12-30,1,0.3,0.9,92.1,,,6.9,
254,순창군,2023-12-31,5.1,1.9,3.1,80.8,,,3.8,
254,순창군,2024-01-01,3.2,,0.9,86.1,,,3.4,
254,순창군,2024-01-02,4,,1.1,82.6,,,7.4,
254,순창군,2024-01-03,2.8,3,1.6,81.9,,,7.6,
254,순창군,2024-01-04,0.8,,1.1,81.4,,,0,
254,순창군,2024-01-05,4.2,,0.9,82.1,,,7.1,
254,순창군,2024-01-06,2.9,0,2,62.6,,,3,
254,순창군,2024-01-07,-0.8,0.2,3.2,66.1,,,2.9,
254,순창군,2024-01-08,-3.2,,1.1,66.6,,,1.3,
254,순창군,2024-01-09,-0.2,2.2,0.6,80.6,,,6.5,
254,순창군,2024-01-10,1.1,0,2.1,76.4,,,0.5,
254,순창군,2024-01-11,-0.2,,1.3,80,,,2.6,
254,순창군,2024-01-12,2.8,,1.6,63,,,1.1,
254,순창군,2024-01-13,0.1,,1.2,62.4,,,0,
254,순창군,2024-01-14,3,3.5,2.1,80.8,,,2.9,
254,순창군,2024-01-15,-0.6,,2.2,59.6,,,0,
254,순창군,2024-01-16,-0.6,,1,63.4,,,1.3,
254,순창군,2024-01-17,2.9,2.9,0.6,79.6,,,8.5,
254,순창군,2024-01-18,7.6,6.9,1.1,92.3,,,9.4,
254,순창군,2024-01-19,6.7,0.5,2.1,73.8,,,7.4,
254,순창군,2024-01-20,5.7,15.4,2.4,81.6,,,9.5,
254,순창군,2024-01-21,4.6,0.2,2,79.5,,,5.3,
254,순창군,2024-01-22,-3.9,1.1,3.8,70.5,,,8.6,
254,순창군,2024-01-23,-7,2.7,2.1,78,,,7.5,
254,순창군,2024-01-24,-5.1,0,2.9,67.5,,,5,
254,순창군,2024-01-25,-3.7,,1.9,60.4,,,0.3,
254,순창군,2024-01-26,-1.4,,1.3,73,,,3,
254,순창군,2024-01-27,0.5,,1.7,66.5,,,4.6,
254,순창군,2024-01-28,-0.7,,1.7,71.8,,,3.4,
254,순창군,2024-01-29,-1.2,,1.3,68.6,,,2.1,
254,순창군,2024-01-30,2.1,0,0.9,61.5,,,3.5,
254,순창군,2024-01-31,7.6,0.3,1.3,68.3,,,6,
254,순창군,2024-02-01,6.1,0,1.2,60.3,,,9.9,
254,순창군,2024-02-02,4.5,,1.1,71.1,,,6.3,
254,순창군,2024-02-03,4.6,4.5,0.9,79,,,9.6,
254,순창군,2024-02-04,6.2,6.2,1.1,83.9,,,9.6,
254,순창군,2024-02-05,5.3,17.1,1.5,89.4,,,10,
254,순창군,2024-02-06,3.6,0,1.7,79.3,,,9.5,
254,순창군,2024-02-07,1,,2.1,62.3,,,2.8,
254,순창군,2024-02-08,-0.1,,1.3,72.3,,,2.8,
254,순창군,2024-02-09,-0.1,,1.8,71,,,1.8,
254,순창군,2024-02-10,1,,1.4,70.6,,,0.9,
254,순창군,2024-02-11,1,,1.9,69.4,,,1,
254,순창군,2024-02-12,2.8,,1.4,65.4,,,0,
254,순창군,2024-02-13,7.4,,1.7,69.3,,,0,
254,순창군,2024-02-14,10.7,4.9,1,88.6,,,7.8,
254,순창군,2024-02-15,5,,2.7,76.4,,,6,
254,순창군,2024-02-16,2.1,,1.1,68,,,0.9,
254,순창군,2024-02-17,4.6,,1,71.9,,,0,
254,순창군,2024-02-18,7.1,32.8,1,89.4,,,8,
254,순창군,2024-02-19,11.6,15.4,2.7,91.5,,,8.6,
254,순창군,2024-02-20,6.3,8.9,1.2,90.3,,,9.3,
254,순창군,2024-02-21,6.3,6.5,1.7,87.6,,,10,
254,순창군,2024-02-22,4.2,2.1,1.9,78.8,,,9.6,
254,순창군,2024-02-23,3.7,0.8,1.5,75.3,,,9.9,
254,순창군,2024-02-24,3.2,7.5,1.7,71.4,,,9.9,
254,순창군,2024-02-25,3.2,1.8,1.7,84.3,,,8.8,
254,순창군,2024-02-26,4.3,,2.2,68.5,,,3.6,
254,순창군,2024-02-27,4.8,,1.4,63.3,,,6,
254,순창군,2024-02-28,6.6,,1.4,58.4,,,4.8,
254,순창군,2024-02-29,5.2,1,1.6,74.1,,,9,
254,순창군,2024-03-01,-2,0,4.7,50.5,,,4.4,
254,순창군,2024-03-02,-1.4,0,1.8,53.8,,,0.5,
254,순창군,2024-03-03,3.6,0.6,1.7,70.9,,,3.6,
254,순창군,2024-03-04,6.2,0,1.1,60.5,,,8.4,
254,순창군,2024-03-05,6.8,4.2,2,77.4,,,9.9,
254,순창군,2024-03-06,8.5,,2,59.4,,,5.5,
254,순창군,2024-03-07,3.5,,2.1,64.9,,,4.9,
254,순창군,2024-03-08,2.5,,3.8,53.5,,,1.9,
254,순창군,2024-03-09,1.8,,2,49.6,,,0,
254,순창군,2024-03-10,3.3,,1.4,51.8,,,1,
254,순창군,2024-03-11,4.7,1.1,1.2,70.5,,,5.9,
254,순창군,2024-03-12,4.3,0,1.8,82.9,,,5.4,
254,순창군,2024-03-13,4.4,,2,62.6,,,0.9,
254,순창군,2024-03-14,5.7,,1.6,55.1,,,1.3,
254,순창군,2024-03-15,7,,1.7,55.6,,,0,
254,순창군,2024-03-16,10.2,,2.3,49.8,,,4.3,
254,순창군,2024-03-17,9.1,0,2.7,60.4,,,6.9,
254,순창군,2024-03-18,7.7,,1.8,42.5,,,4,
254,순창군,2024-03-19,7.4,0,3.6,47.4,,,6.5,
254,순창군,2024-03-20,4.2,,4.3,45.6,,,1.8,
254,순창군,2024-03-21,4.4,,1.3,53.3,,,1.4,
254,순창군,2024-03-22,9.1,2.6,2.6,67.9,,,7.4,
254,순창군,2024-03-23,16.5,0,1.8,53.5,,,7,
254,순창군,2024-03-24,12.1,1.8,1.2,78.1,,,9.9,
254,순창군,2024-03-25,10.5,20.3,1.8,79.1,,,9.8,
254,순창군,2024-03-26,8.7,20,1.7,78.1,,,6.4,
254,순창군,2024-03-27,9.2,,1.4,77.6,,,8.9,
254,순창군,2024-03-28,9.8,27.7,1.2,86.1,,,8.6,
254,순창군,2024-03-29,9.2,,2.6,84.4,,,3.1,
254,순창군,2024-03-30,10.8,,2.2,69.8,,,2.4,
254,순창군,2024-03-31,12.3,,1.3,54.6,,,2.9,
254,순창군,2024-04-01,12.9,,1.6,48.4,,,0.5,
254,순창군,2024-04-02,13.9,14.1,1.4,62.4,,,8.9,
254,순창군,2024-04-03,13.7,33.8,1.3,92.5,,,9.8,
254,순창군,2024-04-04,13.1,6.3,1,92.4,,,8.6,
254,순창군,2024-04-05,13,,1.3,74.3,,,6.4,
254,순창군,2024-04-06,13,,1.2,69.5,,,5.8,
254,순창군,2024-04-07,15.3,,1.4,51.9,,,5.1,
254,순창군,2024-04-08,15.9,,1.3,47.8,,,9,
254,순창군,2024-04-09,14.6,,2,59.9,,,3.4,
254,순창군,2024-04-10,14.9,,1.4,55,,,5,
254,순창군,2024-04-11,14.7,,1.2,66.4,,,7.5,
254,순창군,2024-04-12,16.2,,1.2,67.4,,,4.8,
254,순창군,2024-04-13,17.9,,1.4,56.8,,,0,
254,순창군,2024-04-14,18.7,,2,53,,,5.3,
254,순창군,2024-04-15,17,7.3,2.1,77.4,,,6.3,
254,순창군,2024-04-16,15.3,,2.5,66.5,,,1.5,
254,순창군,2024-04-17,15.3,,1.5,60.3,,,6.1,
254,순창군,2024-04-18,16.1,,1.9,57.3,,,0,
254,순창군,2024-04-19,17.1,,1.4,49.6,,,5.5,
254,순창군,2024-04-20,14.8,8.2,1.3,80.8,,,9.3,
254,순창군,2024-04-21,15.8,0.5,0.9,83.8,,,9.1,
254,순창군,2024-04-22,16.4,0,1.1,72.3,,,7.5,
254,순창군,2024-04-23,14.9,3.3,1.5,72,,,7.3,
254,순창군,2024-04-24,13.3,1.4,3,75.3,,,5,
254,순창군,2024-04-25,16,,1.3,66.9,,,2.4,
254,순창군,2024-04-26,16.7,,1.1,69.6,,,6.6,
254,순창군,2024-04-27,18,,1.5,57.5,,,0,
254,순창군,2024-04-28,19.5,,1.2,59.5,,,6.4,
254,순창군,2024-04-29,16.2,12.4,0.9,90,,,9.5,
254,순창군,2024-04-30,16.9,,1.4,75.9,,,9,
254,순창군,2024-05-01,15,5,1.4,74.8,,,8.6,
254,순창군,2024-05-02,15.9,0.1,1.6,72.4,,,3.1,
254,순창군,2024-05-03,17.6,,1.3,58.6,,,0,
254,순창군,2024-05-04,19,0,1.6,62.3,,,5.1,
254,순창군,2024-05-05,18.8,61.8,3.3,87,,,10,
254,순창군,2024-05-06,15.4,1.6,3.5,80.4,,,9.5,
254,순창군,2024-05-07,13.7,3.8,2.3,87.8,,,9.4,
254,순창군,2024-05-08,14.7,2.3,2.1,61.5,,,4.4,
254,순창군,2024-05-09,14.9,,2.1,59.1,,,0.1,
254,순창군,2024-05-10,17.2,,2.2,53,,,1.1,
254,순창군,2024-05-11,18.4,19.8,2.6,75,,,7,
254,순창군,2024-05-12,16.8,7,2.7,56.4,,,6,
254,순창군,2024-05-13,16.2,,1.8,56.8,,,0,
254,순창군,2024-05-14,17.2,,1.6,58.5,,,0,
254,순창군,2024-05-15,13.7,1.7,3,68.1,,,4.9,
254,순창군,2024-05-16,14.6,3.1,4.3,58,,,0.9,
254,순창군,2024-05-17,17.2,,2.1,58.8,,,3.4,
254,순창군,2024-05-18,19.3,,1.3,60.6,,,0,
254,순창군,2024-05-19,20,,1.6,56.8,,,0,
254,순창군,2024-05-20,19.9,,1.4,58.5,,,1.6,
254,순창군,2024-05-21,21.2,,1.4,67.6,,,2.5,
254,순창군,2024-05-22,22.3,,1.5,68.1,,,5.1,
254,순창군,2024-05-23,21.8,,1.7,58.5,,,1.4,
254,순창군,2024-05-24,21.5,,1.6,60.5,,,0.5,
254,순창군,2024-05-25,21.4,,1.7,60.5,,,3.8,
254,순창군,2024-05-26,19.4,10.3,2.1,78.1,,,7.1,
254,순창군,2024-05-27,18.5,,3.2,54.9,,,7,
254,순창군,2024-05-28,19,,1.7,58.3,,,3.1,
